sentence_id	main_code	definition_id	sentence_order	nan_sentence	nan_tailo	zh_xc	english_via_gpt4_zh_translation
1043	995	1374	1	伊是我拄過上歹剃頭的人。	I sī guá tú--kuè siōng pháinn-thì-thâu ê lâng. 	他是我遇過最難相處的人。	He is the most difficult person I have ever dealt with.
1044	996	1375	1	你著好好仔拍拚，日後才有出脫。	Lí tio̍h hó-hó-á phah-piànn, ji̍t-āu tsiah ū tshut-thuat. 	你要好好努力，以後才有成就。	You need to work hard to achieve success in the future.
1045	998	1377	1	我已經支持袂牢矣。	Guá í-king tsi-tshî bē tiâu--ah. 	我已經支撐不住了。	I can't hold on anymore.
1046	998	1378	1	我希望恁共我支持。	Guá hi-bāng lín kā guá tsi-tshî. 	我希望你們支持我。	I hope you guys support me.
1047	999	1379	1	物件猶閣好好你就毋挃矣，按呢敢袂傷討債？	Mi̍h-kiānn iáu-koh hó-hó lí tō m̄-ti̍h--ah, án-ne kám bē siunn thó-tsè? 	東西還好好的你就不要了，這樣不覺得太浪費嗎？	You discarded something that was still in good condition, don't you think that's too wasteful?
1048	1000	1380	1	這毋是我的。	Tse m̄-sī guá-ê. 	這不是我的。	This is not mine.
1049	1002	1382	1	等一下看毋是勢，你就緊走。	Tán--tsi̍t-ē khuànn m̄-sī-sè, lí tō kín tsáu. 	等一會兒看不對勁，你就快點走。	Wait a moment, if something seems wrong, you should leave quickly.
1050	1004	1384	1	飯猶未煮好，你先去食一塊餅止枵。	Pn̄g iáu-buē tsú hó, lí sing khì tsia̍h tsi̍t tè piánn tsí-iau. 	飯還沒煮好，你先去吃一塊餅充飢。	The rice is not cooked yet, you go ahead and eat a piece of bread to stave off hunger.
1051	1006	1386	1	這港水泉的水誠甘。	Tsit káng tsuí-tsuânn ê tsuí tsiânn kam. 	這條泉水的水很甘甜。	The water of this spring is very sweet.
1052	1008	1388	1	初三四，月眉意。	Tshe-sann-sì, gue̍h-bâi ì. 		
1053	1009	1389	1	彼幅圖真歹看。	Hit pak tôo tsin pháinn-khuànn. 	那幅畫很難看。	That painting is hard to look at.
1054	1009	1390	1	我欲予伊歹看。	Guá beh hōo i pháinn-khuànn. 	我要讓他難堪。	I want to embarrass him.
1055	1010	1391	1	那行那食物件，實在真歹看相。	Ná kiânn ná tsia̍h mi̍h-kiānn, si̍t-tsāi tsin pháinn-khuànn-siùnn. 	邊走邊吃東西，實在很難看。	Eating while walking is really unsightly.
1056	1011	1392	1	想袂到伊會為著利益來反背眾人。	Siūnn bē kàu i ē uī-tio̍h lī-ik lâi huán-puē tsìng-lâng.	想不到他會為了利益而背叛大家。	I can't believe he would betray everyone for his own gain.
1057	1013	1394	1	巴郎好食毋分翁。	Pa-lang hó-tsia̍h m̄ pun ang. 	老婆覺得竹筴魚太好吃了，連自己都捨不得分給老公吃。為一句臺灣俗諺。	My wife thinks the bamboo fish is so delicious that she can't bear to share it with her husband. This is a Taiwanese proverb.
1058	1014	1396	1	洗手面	sé tshiú-bīn	洗手腳	Wash hands and feet
1059	1014	1397	1	手面真大	tshiú-bīn tsin-tuā	手頭現金很多	There is a lot of cash on hand.
1060	1015	1398	1	伊對語言方面真有興趣	I tuì gí-giân hong-bin tsin ū hìng-tshù. 	他對語言方面很有興趣。	He is very interested in languages.
1061	1015	1399	1	我愛對佗一方面去才揣會著這項物件？	Guá ài tuì tó tsi̍t hong-bīn khì tsiah tshuē ē tio̍h tsit hāng mi̍h-kiānn? 	我要往那個方向去才能找到這項物品？	Which direction should I go to find this item?
1062	1016	1400	1	伊煮的物件真歹食。	I tsú ê mi̍h-kiānn tsin pháinn-tsia̍h. 	她煮的東西很難吃。	The food she cooks is hard to eat.
1063	1019	1403	1	你做甲遐辛苦閣予人嫌，實在真毋值！	Lí tsò kah hiah sin-khóo koh hōo lâng hiâm, si̍t-tsāi tsin m̄-ta̍t! 	你做得這麼辛苦還讓人嫌棄，實在太不值得了！	You work so hard and still get criticized, it's really not worth it!
1064	1019	1404	1	阿明𪜶後生真不孝，莫怪人講親生囝毋值荷包財。	A-bîng in hāu-senn tsin put-hàu, bo̍k-kuài lâng kóng tshin-senn kiánn m̄-ta̍t hô-pau tsâi. 	阿明的兒子真不孝，難怪人家說親生子女不如荷包裡的錢實際。	Ah Ming's son is really unfilial, no wonder people say that money in the wallet is more practical than one's own children.
1065	1020	1405	1	這件代誌我毋准你按呢做。	Tsit kiānn tāi-tsì guá m̄-tsún lí án-ne tsò. 	這件事件我不允許你這樣做。	I won't allow you to do this in this situation.
1066	1021	1406	1	伊毋但無抾恨，反倒轉閣來共咱鬥相共。	I m̄-nā bô khioh-hīn, huán-tò-tńg koh lâi kā lán tàu-sann-kāng. 	他不但沒有記恨，反倒來幫我們忙。	Not only did he not hold a grudge, he even came to help us.
1067	1025	1410	1	明明都講好矣，哪會使反悔？	Bîng-bîng to kóng-hó--ah, ná ē-sái huán-hué? 	明明都說好了，怎麼可以反悔？	We clearly agreed, how can you go back on your word?
1068	1029	1415	1	天時不如地利。	Thian-sî put-jû tē-lī. 	占有利的時機還不如占地理優勢。	Occupying a favorable timing is not as good as occupying geographical advantages.
1069	1030	1416	1	伊日時攏無佇厝裡。	I ji̍t--sî lóng bô tī tshù--lí. 	他白天都不在家裡。	He is not at home during the day.
1070	1031	1417	1	我毋捌出國過。	Guá m̄ bat tshut-kok--kuè. 	我不曾出過國。	I have never been abroad.
1071	1031	1418	1	伊毋捌字。	I m̄ bat jī. 	他不識字。	He is illiterate.
1072	1033	1420	1	你哪會日時仔就咧睏？	Lí ná ē ji̍t--sî-á tō teh khùn? 	你怎麼白天就在睡覺？	Why are you sleeping during the day?
1073	1035	1422	1	毋通講袂贏人就欲反桌。	M̄-thang kóng bē iânn--lâng tō beh píng-toh. 	不可以說不贏人家就要翻桌子。	You can't flip the table just because you can't beat others.
1074	1036	1423	1	伊佇病院做文書。	I tī pēnn-īnn tsò bûn-su. 	他在醫院處理文書工作。	He is handling clerical work in the hospital.
1075	1038	1425	1	今仔日天氣無好，你出門的時愛會記得紮雨幔。	Kin-á-ji̍t thinn-khì bô hó, lí tshut-mn̂g ê sî ài ē-kì-tit tsah hōo-mua. 	今天天氣不好，你出門的時候要記得帶雨衣。	The weather is bad today, remember to bring your raincoat when you go out.
1076	1039	1426	1	下早仔水氣真重。	E-tsái-á tsuí-khì tsin tāng. 	今天早上溼氣真重。	The humidity is really heavy this morning.
1077	1040	1427	1	伊昨昏都有較好矣，是按怎今仔日閣反症？	I tsa-hng to ū khah hó--ah, sī-án-tsuánn kin-á-ji̍t koh huán-tsìng? 	昨天他的病情明明有比較好了，怎麼今天又惡化了呢？	His condition clearly improved yesterday, how come it worsened again today?
1078	1041	1428	1	食藥仔會當止疼，毋過嘛有副作用。	Tsia̍h io̍h-á ē-tàng tsí thiànn, m̄-koh mā ū hù-tsok-iōng. 	吃藥能止痛，但是也有副作用。	Taking medicine can relieve pain, but it also has side effects.
1079	1042	1429	1	伊規身軀全毛病。	I kui-sin-khu tsuân môo-pēnn. 	他全身都是病痛。	His whole body is in pain.
1080	1044	1431	1	致著這款歹症頭真歹醫。	Tì-tio̍h tsit khuán pháinn-tsìng-thâu tsin pháinn i. 	得到這種頑症很難醫治。	This kind of stubborn disease is hard to treat.
1081	1046	1433	1	伊袂插你，你莫枉費心神矣。	I bē tshap--lí, lí mài óng-huì sim-sîn--ah. 	他不會理睬你，你不要浪費精神了。	He won't pay attention to you, don't waste your energy.
1082	1047	1435	1	你買這欲創啥？咱兜少缺！	Lí bé tse beh tshòng siánn? Lán tau tsió-khueh! 	你買這幹嘛？我們家多得很！	Why did you buy this? We have plenty at home!
1083	1047	1435	2	這種物件菜市仔少缺，免驚買無。	Tsit-tsióng mi̍h-kiānn tshài-tshī-á tsió-khueh, bián-kiann bé bô. 	這種東西菜市場不少，不用怕買不到。	This kind of thing is not uncommon in the market, so don't worry about not being able to buy it.
1084	1049	1437	1	你若欠缺啥，先提伊的去用。	Lí nā khiàm-khueh siánn, sing the̍h i ê khì īng. 	你如果有需要什麼，就先拿他的去用。	If you need anything, just use his first.
1085	1049	1438	1	看你閣欠缺偌濟，我來想辦法。	Khuànn lí koh khiàm-khueh guā-tsē, guá lâi siūnn pān-huat. 	看你還差多少，我來設法。	See how much you are short, I will try to help.
1086	1051	1440	1	你記持誠䆀，隨講隨袂記得。	Lí kì-tî tsiânn bái, suî kóng suî bē-kì--tit. 	你記性好差，剛說就忘記。	Your memory is so bad, you forget what was just said.
1087	1052	1441	1	拍斷手骨顛倒勇。	Phah-tn̄g tshiú-kut tian-tò ióng. 	意指手臂被打斷了，痊癒之後反倒更強壯。比喻愈挫愈勇。	It means that after the arm is broken, it becomes stronger after healing. It is a metaphor for growing stronger through adversity.
1088	1053	1442	1	伊在生的時陣做真濟好代，死了後一定會上天堂。	I tsāi-senn ê sî-tsūn tsò tsin tsē hó tāi, sí liáu-āu it-tīng ē tsiūnn thian-tông. 	他活著的時候做了很多好事，死後一定會上天堂。	He did many good deeds while he was alive, he will surely go to heaven after death.
1089	1054	1443	1	夫婦著愛仝心。	Hu-hū tio̍h-ài kāng sim. 	夫妻一定要同心。	Husbands and wives must be united in heart.
1090	1055	1444	1	伊會拍𪜶老爸，真反常。	I ē phah in lāu-pē, tsin huán-siông. 	他會打他爸爸，真是反常。	He would hit his father, which is really abnormal.
1091	1058	1447	1	食飯食甲遮爾仔毋情願，規氣莫食。	Tsia̍h-pn̄g tsia̍h kah tsiah-nī-á m̄-tsîng-guān, kui-khì mài tsia̍h. 	吃飯吃得這麼不情不願，乾脆不要吃。	You're eating with such reluctance, you might as well not eat.
1092	1061	1450	1	伊最近看起來誠心爽。	I tsuè-kīn khuànn--khí-lâi tsiânn sim-sóng. 	他最近看起來很舒爽。	He recently looks very comfortable.
1093	1062	1451	1	天理昭昭，地理何在？	Thian-lí tsiau-tsiau, tē-lí hô tsāi? 	意為天理昭彰，順天理而行，自有善報，何須風水庇蔭？	It means that the truth of nature is evident, and if we act in accordance with the laws of nature, we will naturally receive good rewards. Why do we need the protection of Feng Shui?
1094	1063	1452	1	你會有這款心理，實在予人想袂到。	Lí ē ū tsit khuán sim-lí, si̍t-tsāi hōo lâng siūnn bē kàu. 	你會有這種心理，實在讓人想不到。	You would have this mindset, it's really unexpected.
1095	1064	1454	1	手烏烏去摸壁會有手痕。	Tshiú oo-oo khì bong piah ē ū tshiú-hûn. 	手黑黑的去摸牆壁會有手印。	If you touch the wall with dirty hands, it will leave handprints.
1096	1065	1455	1	水產試驗所	tsuí-sán tshì-giām-sóo	掌管各項漁業資源調查、開發、漁業養殖技術等業務的中央政府機關。	The central government agency responsible for managing various fisheries resources investigations, development, and aquaculture technology operations.
1097	1070	1460	1	你毋通傷晏轉來。	Lí m̄-thang siunn uànn tńg--lâi. 	你別太晚回來。	Don't come back too late.
1098	1072	1462	1	天頂天公，地下母舅公。	Thinn-tíng Thinn-kong, tē-ē bú-kū-kong. 	在天上天公最大，在人間舅公最大。這是來自閩南風俗的說法，指舅舅地位高，所以每逢婚嫁喜事，或有舅舅會出席的場合，多請他出面主持。	In the sky, the God is the greatest; on earth, the uncle is the greatest. This is a saying from the Minnan custom, indicating that the uncle has a high status. Therefore, whenever there are weddings or other happy events, or occasions where the uncle will be present, he is often asked to preside.
1099	1076	1466	1	這个囡仔真歹喙，人較無愛佮伊鬥陣。	Tsit ê gín-á tsin pháinn-tshuì, lâng khah bô ài kah i tàu-tīn. 	這個小孩子常說不該說的話，別人比較不愛跟他相處。	This child often says things that shouldn't be said, so others tend not to like interacting with him.
1100	1077	1467	1	伊真歹喙斗。	I tsin pháinn-tshuì-táu. 	他很挑嘴。	He is very picky.
1101	1078	1468	1	啉水止喙焦。	Lim-tsuí tsí tshuì-ta. 	喝水止渴。	Drinking water quenches thirst.
1102	1079	1469	1	伊講你是一蕊花，這是一个比喻。	I kóng lí sī tsi̍t luí hue, tse sī tsi̍t ê pí-jū. 	他說你是一朵花，這是一種比喻。	He said you are a flower, this is a metaphor.
1103	1080	1470	1	做人著愛想予伊開，較袂心悶。	Tsò-lâng tio̍h-ài siūnn hōo i khui, khah bē sim-būn. 	人生在世要放開心胸，才不會老是覺得煩悶。	In life, one needs to open up their heart, so they won't always feel depressed.
1104	1080	1471	1	老母心悶咧做兵的囝。	Lāu-bú sim-būn teh tsò ping ê kiánn. 	母親想念在當兵的兒子。	The mother misses her son who is serving in the military.
1105	1082	1473	1	看你敢抑是毋敢？	Khuànn lí kánn ia̍h-sī m̄ kánn? 	看你敢還是不敢？	Dare you or not?
1106	1083	1474	1	水晶宮	tsuí-tsinn kiong	龍宮	Dragon Palace
1107	1083	1474	2	水晶目	tsuí-tsinn ba̍k	眼睛通透可以把人看穿的眼神	Eyes that are so clear they can see through people.
1108	1087	1478	1	囡仔人食飯袂使歹款，逐項物件攏愛食。	Gín-á-lâng tsia̍h pn̄g bē-sái pháinn-khuán, ta̍k-hāng mi̍h-kiānn lóng ài tsia̍h. 	小孩子吃飯不可以壞習慣，每樣東西都要吃。	Children should not have bad eating habits, they should eat everything.
1109	1089	1480	1	天然的素材上好。	Thian-jiân ê sòo-tsâi siōng hó. 	自然生成的材料最好。	Naturally generated materials are the best.
1110	1091	1482	1	雨潑對天窗落來。	Hōo phuah tuì thinn-thang lo̍h--lâi. 	雨從天窗潑下來。比喻禍從天降。	The rain pours down from the skylight. It is a metaphor for disaster falling from the sky.
1111	1092	1483	1	昨暝我真歹睏。	Tsa-mê guá tsin pháinn-khùn. 	昨夜我很難入眠。	I had a hard time falling asleep last night.
1112	1093	1484	1	伊真𠢕巴結頭家，真顧人怨。	I tsin gâu pa-kiat thâu-ke, tsin kòo-lâng-uàn. 	他很會向老闆拍馬屁，看來很令人討厭。	He's very good at brown-nosing the boss, which seems quite annoying.
1113	1093	1485	1	伊真巴結，拄著艱難攏袂放棄。	I tsin pa-kiat, tú-tio̍h kan-lân lóng bē hòng-khì. 	他很堅強、上進，遇到困難仍然不會放棄。	He is very strong and ambitious, and will not give up even when faced with difficulties.
1114	1094	1486	1	這是𪜶阿公的手筆。	Tse sī in a-kong ê tshiú-pit. 	這是他爺爺的筆跡。	This is his grandfather's handwriting.
1115	1099	1492	1	這件代誌毋著的人是你。	Tsit kiānn tāi-tsì m̄-tio̍h ê lâng sī lí. 	這件事情錯的人是你。	The person who is wrong in this matter is you.
1116	1100	1493	1	伊講話真文雅。	I kóng-uē tsin bûn-ngá. 	他講話很文雅。	He speaks very elegantly.
1117	1101	1494	1	手勢無啥著。	Tshiú-sè bô siánn tio̍h. 	手勢不太對。	The gesture is not quite right.
1118	1102	1495	1	人講會做翁仔某是頂世人相欠債。	Lâng kóng ē tsò ang-á-bóo sī tíng-sì-lâng sio-khiàm-tsè. 	有人說會成為夫妻是因為上輩子互相欠債。	Some people say that becoming a husband and wife is because they owed each other debts in their previous life.
1119	1103	1496	1	誠歹勢，我無拄好煞共恁的玻璃杯仔摃破去。	Tsiânn pháinn-sè, guá bô-tú-hó suah kā lín ê po-lê pue-á kòng phuà--khì. 	真不好意思，我不小心把你們的玻璃杯打破了。	I'm really sorry, I accidentally broke your glass cup.
1120	1103	1497	1	你傷過主動啦，伊會歹勢。	Lí siunn-kuè tsú-tōng--lah, i ē pháinn-sè. 	你太主動啦，他會害羞。	You're too proactive, he will be shy.
